,iteration,fitness,im_size
598,29749,2751.1768,180
599,29799,2742.6758,180
600,29849,2734.8186,180
601,29899,2727.2383,180
602,29949,2719.7139,180
603,29999,2711.922,180
604,30049,2704.3118,180
605,30099,2696.5562,180
606,30149,2689.2734,180
607,30199,2681.588,180
608,30249,2673.8462,180
609,30299,2665.7458,180
610,30349,2658.508,180
611,30399,2651.058,180
612,30449,2643.4995,180
613,30499,2636.6265,180
614,30549,2628.7456,180
615,30599,2621.7405,180
616,30649,2613.7178,180
617,30699,2606.4456,180
618,30749,2599.3123,180
619,30799,2591.7688,180
620,30849,2584.821,180
621,30899,2576.7617,180
622,30949,2569.132,180
623,30999,2561.413,180
624,31049,2553.8748,180
625,31099,2546.2297,180
626,31149,2539.3906,180
627,31199,2532.1377,180
628,31249,2525.1042,180
629,31299,2518.1213,180
630,31349,2511.684,180
631,31399,2503.8818,180
632,31449,2496.5938,180
633,31499,2488.6733,180
634,31549,2481.2715,180
635,31599,2473.7378,180
636,31649,2466.6177,180
637,31699,2458.9785,180
638,31749,2451.5974,180
639,31799,2443.9023,180
640,31849,2436.7397,180
641,31899,2429.3008,180
642,31949,2421.9043,180
643,31999,2415.3237,180
644,32049,2408.7012,180
645,32099,2401.8599,180
646,32149,2394.4338,180
647,32199,2387.4812,180
648,32249,2380.3342,180
649,32299,2373.2832,180
650,32349,2366.158,180
651,32399,2359.8083,180
652,32449,2352.833,180
653,32499,2345.9666,180
654,32549,2339.4731,180
655,32599,2331.9336,180
656,32649,2324.4883,180
657,32699,2317.9163,180
658,32749,2310.635,180
659,32799,2303.6582,180
660,32849,2296.735,180
661,32899,2290.0178,180
662,32949,2283.4443,180
663,32999,2276.857,180
664,33049,2270.257,180
665,33099,2263.2847,180
666,33149,2256.3171,180
667,33199,2250.3198,180
668,33249,2243.7844,180
669,33299,2236.8298,180
670,33349,2230.839,180
671,33399,2224.439,180
672,33449,2217.7153,180
673,33499,2211.5908,180
674,33549,2204.732,180
675,33599,2198.885,180
676,33649,2191.8972,180
677,33699,2185.0696,180
678,33749,2178.681,180
679,33799,2172.4165,180
680,33849,2166.1777,180
681,33899,2160.0603,180
682,33949,2153.3418,180
683,33999,2147.1255,180
684,34049,2140.6267,180
685,34099,2134.3171,180
686,34149,2128.5024,180
687,34199,2121.8137,180
688,34249,2114.9927,180
689,34299,2109.1777,180
690,34349,2103.2363,180
691,34399,2096.8967,180
692,34449,2090.32,180
693,34499,2083.3447,180
694,34549,2077.318,180
695,34599,2071.284,180
696,34649,2065.5605,180
697,34699,2059.5984,180
698,34749,2053.6416,180
699,34799,2048.0913,180
700,34849,2041.8351,180
701,34899,2035.7076,180
702,34949,2029.9484,180
703,34999,2024.4993,180
704,35049,2018.8044,180
705,35099,2012.973,180
706,35149,2007.3851,180
707,35199,2001.5125,180
708,35249,1994.9652,180
709,35299,1989.0632,180
710,35349,1983.7345,180
711,35399,1978.16,180
712,35449,1972.3643,180
713,35499,1966.9149,180
714,35549,1960.7794,180
715,35599,1954.5659,180
716,35649,1948.3438,180
717,35699,1943.1422,180
718,35749,1937.4612,180
719,35799,1931.7458,180
720,35849,1926.3977,180
721,35899,1920.8531,180
722,35949,1915.7463,180
723,35999,1909.6132,180
724,36049,1904.0992,180
725,36099,1898.3455,180
726,36149,1893.5602,180
727,36199,1888.0006,180
728,36249,1882.3647,180
729,36299,1876.9229,180
730,36349,1871.4242,180
731,36399,1866.1011,180
732,36449,1860.5323,180
733,36499,1855.0022,180
734,36549,1849.0425,180
735,36599,1843.6907,180
736,36649,1838.6613,180
737,36699,1833.3761,180
738,36749,1828.1482,180
739,36799,1822.6692,180
740,36849,1817.7313,180
741,36899,1812.7942,180
742,36949,1807.5287,180
743,36999,1802.3737,180
744,37049,1797.0771,180
745,37099,1791.914,180
746,37149,1787.0099,180
747,37199,1781.9435,180
748,37249,1776.5443,180
749,37299,1770.9536,180
750,37349,1766.721,180
751,37399,1761.1891,180
752,37449,1755.7814,180
753,37499,1750.7162,180
754,37549,1745.6517,180
755,37599,1740.0079,180
756,37649,1735.4111,180
757,37699,1730.0123,180
758,37749,1725.2101,180
759,37799,1719.9608,180
760,37849,1715.1951,180
761,37899,1709.974,180
762,37949,1704.6788,180
763,37999,1699.8186,180
764,38049,1694.6926,180
765,38099,1689.7671,180
766,38149,1685.0548,180
767,38199,1680.4501,180
768,38249,1675.4425,180
769,38299,1670.6476,180
770,38349,1665.7559,180
771,38399,1660.6035,180
772,38449,1655.9249,180
773,38499,1650.582,180
774,38549,1645.7803,180
775,38599,1640.8114,180
776,38649,1635.8629,180
777,38699,1630.9684,180
778,38749,1625.7455,180
779,38799,1621.314,180
780,38849,1617.0098,180
781,38899,1612.3264,180
782,38949,1607.4677,180
783,38999,1603.0565,180
784,39049,1598.2968,180
785,39099,1594.0444,180
786,39149,1589.1201,180
787,39199,1584.1813,180
788,39249,1579.3109,180
789,39299,1574.7124,180
790,39349,1570.1987,180
791,39399,1565.2288,180
792,39449,1560.6876,180
793,39499,1555.6312,180
794,39549,1551.1641,180
795,39599,1546.737,180
796,39649,1542.0688,180
797,39699,1538.0967,180
798,39749,1533.9282,180
799,39799,1529.8531,180
800,39849,1525.4525,180
801,39899,1521.0201,180
802,39949,1516.9633,180
803,39999,1512.4843,180
