,iteration,fitness,im_size
0,0,48.48441629981611,128
1,1,43.594228322071146,128
2,4,36.91076083779578,128
3,9,36.35844855179601,128
4,49,36.715819947473676,128
5,99,37.28915087377996,128
6,149,36.57165361455486,128
7,199,36.635986569270315,128
8,249,36.55896271891345,128
9,299,36.83883396930764,128
10,349,36.6900996242021,128
11,399,36.698669558275995,128
12,449,36.745302927320964,128
13,499,36.87842677978921,128
14,549,36.83670614753203,128
15,599,36.824378343986545,128
16,649,36.78636736278547,128
17,699,36.73513915986253,128
18,749,36.65881775425436,128
19,799,36.55349661179336,128
20,849,36.40843251978257,128
21,899,36.21264994660885,128
22,949,36.00980765218125,128
23,999,35.772527560757894,128
24,1049,35.541393784276984,128
25,1099,35.32331974116398,128
26,1149,35.09832314076158,128
27,1199,34.87073657405806,128
28,1249,34.66334544651109,128
29,1299,34.4655142128639,128
30,1349,34.28860974437387,128
31,1399,34.118814510489706,128
32,1449,33.95017737181359,128
33,1499,33.79306595023681,128
34,1549,33.638777134009146,128
35,1599,33.48401500902841,128
36,1649,33.32632682695707,128
37,1699,33.17168012731161,128
38,1749,33.022123639722764,128
39,1799,32.8721234764622,128
40,1849,32.723147198494985,128
41,1899,32.57565263471679,128
42,1949,32.42340814334306,128
43,1999,32.2877716330499,128
44,2049,32.14020665622779,128
45,2099,31.998936302073016,128
46,2149,31.859474893196367,128
47,2199,31.725109268606687,128
48,2249,31.589773795917477,128
49,2299,31.456414089497272,128
50,2349,31.32392980914581,128
51,2399,31.190442219885377,128
52,2449,31.065166574329297,128
53,2499,30.944401204231266,128
54,2549,30.817968414269952,128
55,2599,30.69426031655132,128
56,2649,30.572264771745694,128
57,2699,30.448183051664415,128
58,2749,30.328026894190224,128
59,2799,30.212886456879755,128
60,2849,30.09480668819267,128
61,2899,29.9763965258885,128
62,2949,29.860970323189157,128
63,2999,29.752462800660297,128
64,3049,29.63580050073037,128
65,3099,29.520186158732322,128
66,3149,29.409849769226312,128
67,3199,29.307698366957315,128
68,3249,29.197853378333374,128
69,3299,29.088317990983278,128
70,3349,28.98604188082068,128
71,3399,28.897716736352123,128
72,3449,28.794331851810583,128
73,3499,28.701041123716834,128
74,3549,28.59547494982304,128
75,3599,28.492160117846236,128
76,3649,28.394014508722243,128
77,3699,28.287712498639436,128
78,3749,28.18827462243445,128
79,3799,28.09804373325961,128
80,3849,28.005649372890296,128
81,3899,27.919747322130927,128
82,3949,27.822784107856883,128
83,3999,27.737578028252745,128
84,4049,27.638888222752712,128
85,4099,27.554709680146072,128
86,4149,27.470475028642902,128
87,4199,27.379012967747826,128
88,4249,27.297413741108087,128
89,4299,27.215616396046045,128
90,4349,27.128645529610495,128
91,4399,27.056136055030585,128
92,4449,26.98070103013452,128
93,4499,26.902019828820585,128
94,4549,26.824198911127812,128
95,4599,26.74535358836041,128
96,4649,26.664736677782038,128
97,4699,26.592186451553232,128
98,4749,26.52038350848023,128
99,4799,26.45090570788242,128
100,4849,26.376323581234672,128
101,4899,26.3046167982051,128
102,4949,26.237379727378517,128
103,4999,26.1679612400123,128
104,5049,26.095705952821923,128
105,5099,26.023016887302028,128
106,5149,25.95456075682769,128
107,5199,25.88845664390401,128
108,5249,25.82165557924207,128
109,5299,25.748813983359312,128
110,5349,25.683355033163135,128
111,5399,25.61857661043046,128
112,5449,25.549772108878226,128
113,5499,25.484290169236644,128
114,5549,25.412088155578097,128
115,5599,25.35067830222079,128
116,5649,25.293248891653704,128
117,5699,25.23080997166864,128
118,5749,25.16960374751966,128
119,5799,25.110843437817152,128
120,5849,25.051689114795295,128
121,5899,24.99148120956411,128
122,5949,24.934818674954386,128
123,5999,24.876847249877873,128
124,6049,24.81437976395781,128
125,6099,24.758668632745046,128
126,6149,24.710856916021505,128
127,6199,24.65398234238289,128
128,6249,24.602042715515744,128
129,6299,24.550970674996208,128
130,6349,24.4918045065289,128
131,6399,24.43882855598889,128
132,6449,24.37911886876258,128
133,6499,24.320665549298784,128
134,6549,24.266432115516626,128
135,6599,24.219006040631083,128
136,6649,24.163761024747252,128
137,6699,24.11129630027976,128
138,6749,24.058010398479965,128
139,6799,24.00553584782802,128
140,6849,23.952975144749992,128
141,6899,23.900763774926524,128
142,6949,23.85373902999065,128
143,6999,23.810375364209712,128
144,7049,23.763711599682217,128
145,7099,23.714852257742837,128
146,7149,23.669784394318405,128
147,7199,23.618749375165315,128
148,7249,23.572844935770846,128
149,7299,23.526078709135987,128
150,7349,23.47802976822016,128
151,7399,23.43000947461973,128
152,7449,23.383093649253198,128
153,7499,23.340022561167043,128
154,7549,23.295508942443096,128
155,7599,23.250674656848435,128
156,7649,23.208308458424945,128
157,7699,23.169683454157003,128
158,7749,23.129904940770576,128
159,7799,23.08533691745922,128
160,7849,23.043460944138594,128
161,7899,23.004021277803112,128
162,7949,22.96360779241771,128
163,7999,22.92299656820725,128
164,8049,22.881762382272726,128
165,8099,22.842861473734473,128
166,8149,22.79873370289006,128
167,8199,22.76341362898128,128
168,8249,22.727412655932532,128
169,8299,22.68791695506757,128
170,8349,22.647239680165676,128
171,8399,22.607618748842917,128
172,8449,22.559674247025068,128
173,8499,22.51850943945314,128
174,8549,22.47807169581059,128
175,8599,22.44167866267905,128
176,8649,22.403321923214502,128
177,8699,22.360670900452618,128
178,8749,22.321689657899427,128
179,8799,22.28534870234183,128
180,8849,22.246054393259023,128
181,8899,22.212045171857696,128
182,8949,22.173000969697128,128
183,8999,22.13717927925064,128
184,9049,22.103327095262095,128
185,9099,22.069412296754614,128
186,9149,22.032243239067203,128
187,9199,22.000963416306636,128
188,9249,21.965305119479623,128
189,9299,21.92675075421891,128
190,9349,21.88765988004164,128
191,9399,21.856524565126698,128
192,9449,21.821442948203817,128
193,9499,21.789706530554255,128
194,9549,21.75643847305826,128
195,9599,21.72232415584911,128
196,9649,21.688405828693824,128
197,9699,21.651684237809697,128
198,9749,21.623281009699056,128
199,9799,21.594760276383248,128
200,9849,21.561622552873878,128
201,9899,21.53067170799136,128
202,9949,21.49997176323731,128
203,9999,21.46649519401189,128
204,10049,21.43507760569779,128
205,10099,21.40291422558265,128
206,10149,21.371634583576263,128
207,10199,21.338749150975616,128
208,10249,21.308678149076243,128
209,10299,21.279330459762576,128
210,10349,21.248321961982775,128
211,10399,21.216844374572283,128
212,10449,21.179797477647625,128
213,10499,21.146840003533043,128
214,10549,21.11563142219702,128
215,10599,21.088402068450005,128
216,10649,21.05636036199499,128
217,10699,21.026049018584963,128
218,10749,20.998054285914407,128
219,10799,20.969395306322497,128
220,10849,20.94149277221927,128
221,10899,20.91285319271688,128
222,10949,20.882572751060817,128
223,10999,20.85485370438601,128
224,11049,20.82872524944502,128
225,11099,20.799364617469976,128
226,11149,20.774988003586273,128
227,11199,20.74669040931472,128
228,11249,20.718232721531514,128
229,11299,20.691154021551238,128
230,11349,20.663384657326063,128
231,11399,20.637075088009496,128
232,11449,20.609874196146713,128
233,11499,20.580552441817524,128
234,11549,20.55317199633219,128
235,11599,20.523762143578182,128
236,11649,20.4958803472749,128
237,11699,20.470509665816806,128
238,11749,20.445506453272415,128
239,11799,20.41846380380988,128
240,11849,20.392452183908578,128
241,11899,20.365248029733237,128
242,11949,20.341366652606595,128
243,11999,20.318084610048665,128
244,12049,20.290684024302642,128
245,12099,20.263981354743507,128
246,12149,20.234653486251382,128
247,12199,20.208209657125813,128
248,12249,20.181910895254582,128
249,12299,20.154150840080376,128
250,12349,20.129667621930828,128
251,12399,20.106462773388017,128
252,12449,20.08085022133803,128
253,12499,20.055516780646222,128
254,12549,20.029194436573313,128
255,12599,20.00707719218495,128
256,12649,19.98324196716262,128
257,12699,19.955095251357392,128
258,12749,19.92494111409711,128
259,12799,19.901880203809643,128
260,12849,19.881084658241456,128
261,12899,19.85479412283152,128
262,12949,19.828042895802163,128
263,12999,19.803768587391346,128
264,13049,19.78513415701859,128
265,13099,19.76190890119432,128
266,13149,19.740585571287617,128
267,13199,19.719565689771834,128
268,13249,19.69440356016007,128
269,13299,19.66882547478387,128
270,13349,19.64492714463975,128
271,13399,19.622138910680153,128
272,13449,19.60009648781767,128
273,13499,19.577581590513535,128
274,13549,19.556144263773277,128
275,13599,19.534134841971465,128
276,13649,19.51556143327159,128
277,13699,19.494665966916372,128
278,13749,19.472010878206007,128
279,13799,19.45143347756907,128
280,13849,19.429760355235583,128
281,13899,19.405362453922905,128
282,13949,19.381487489364453,128
283,13999,19.36139845675809,128
284,14049,19.340429610956612,128
285,14099,19.319447226300227,128
286,14149,19.295462177451498,128
287,14199,19.274489900849332,128
288,14249,19.25130383504555,128
289,14299,19.230738912221064,128
290,14349,19.207274633874235,128
291,14399,19.185866706124813,128
292,14449,19.16237705279518,128
293,14499,19.146181229679954,128
294,14549,19.124180223456896,128
295,14599,19.100705536707135,128
296,14649,19.081382362546588,128
297,14699,19.058215930485034,128
298,14749,19.037288477491945,128
299,14799,19.01665905584204,128
300,14849,18.997828211993102,128
301,14899,18.97903517383505,128
302,14949,18.957102388460406,128
303,14999,18.943373403412153,128
304,15049,18.92345654786579,128
305,15099,18.900275304923625,128
306,15149,18.87987367382,128
307,15199,18.860382170215516,128
308,15249,18.844378269095166,128
309,15299,18.826820727979673,128
310,15349,18.80656176713392,128
311,15399,18.79139854186333,128
312,15449,18.773081785147735,128
313,15499,18.75256530088395,128
314,15549,18.733796007136245,128
315,15599,18.714634450288624,128
316,15649,18.69108902284723,128
317,15699,18.67316777942039,128
318,15749,18.65757635235493,128
319,15799,18.636914626878763,128
320,15849,18.620289215095283,128
321,15899,18.601505277884932,128
322,15949,18.582706931839255,128
323,15999,18.564795608538752,128
324,16049,18.54768626118569,128
325,16099,18.528290424000954,128
326,16149,18.512229032197624,128
327,16199,18.490202693397354,128
328,16249,18.46996128137772,128
329,16299,18.450407435925953,128
330,16349,18.434389211654675,128
331,16399,18.41560906603707,128
332,16449,18.39707483003824,128
333,16499,18.375797556896106,128
334,16549,18.357677968721966,128
335,16599,18.336250599476443,128
336,16649,18.31550155091759,128
337,16699,18.29806482690768,128
338,16749,18.283232016063536,128
339,16799,18.26509213095868,128
340,16849,18.24869741632919,128
341,16899,18.230543187010607,128
342,16949,18.215694993888334,128
343,16999,18.200622540193105,128
344,17049,18.186559905164117,128
345,17099,18.16885074092034,128
346,17149,18.151808381582196,128
347,17199,18.13531452339894,128
348,17249,18.11695617729417,128
349,17299,18.102556093643507,128
350,17349,18.083721705924898,128
351,17399,18.06719837129946,128
352,17449,18.048785133428012,128
353,17499,18.030324538220672,128
354,17549,18.014732085267077,128
355,17599,17.99910333183719,128
356,17649,17.979923271108998,128
357,17699,17.96185642309388,128
358,17749,17.94451116211892,128
359,17799,17.930792857792557,128
360,17849,17.915327149390304,128
361,17899,17.898523423437545,128
362,17949,17.883940352265807,128
363,17999,17.869818417488318,128
364,18049,17.852494497638855,128
365,18099,17.838313513387053,128
366,18149,17.824832967847538,128
367,18199,17.808900349382,128
368,18249,17.790133548443595,128
369,18299,17.772811824033422,128
370,18349,17.75340704429146,128
371,18399,17.737052238757638,128
372,18449,17.720677016970047,128
373,18499,17.706573108800143,128
374,18549,17.692195768324794,128
375,18599,17.676018854878038,128
376,18649,17.658226350558294,128
377,18699,17.64392498087758,128
378,18749,17.628711736776456,128
379,18799,17.614004562981176,128
380,18849,17.592965786361603,128
381,18899,17.5778566110413,128
382,18949,17.557624791174277,128
383,18999,17.543275585491386,128
384,19049,17.530430148061512,128
385,19099,17.512145395657186,128
386,19149,17.497462810984523,128
387,19199,17.479927471676966,128
388,19249,17.46784264483886,128
389,19299,17.45350798287071,128
390,19349,17.43654554404067,128
391,19399,17.420636201523006,128
392,19449,17.40148816774508,128
393,19499,17.38869349263809,128
394,19549,17.370737373034505,128
395,19599,17.356613668252173,128
396,19649,17.343453779714103,128
397,19699,17.32862410722194,128
398,19749,17.31134683453194,128
399,19799,17.297067171262672,128
400,19849,17.283715344772293,128
401,19899,17.26951115380322,128
402,19949,17.254265602984137,128
403,19999,17.239263063961957,128
