,iteration,fitness,im_size
149,7299,158.70525,64
150,7349,154.98396,64
151,7399,151.65974,64
152,7449,148.43855,64
153,7499,145.04558,64
154,7549,142.21216,64
155,7599,138.88232,64
156,7649,135.8698,64
157,7699,133.18025,64
158,7749,130.74634,64
159,7799,128.20247,64
160,7849,125.58236,64
161,7899,123.17383,64
162,7949,120.8396,64
163,7999,118.63403,64
164,8049,116.497314,64
165,8099,114.302574,64
166,8149,112.20776,64
167,8199,110.061195,64
168,8249,108.041664,64
169,8299,106.21403,64
170,8349,103.98893,64
171,8399,102.04053,64
172,8449,100.225914,64
173,8499,98.74414,64
174,8549,97.04232,64
175,8599,95.39087,64
176,8649,94.03214,64
177,8699,92.42123,64
178,8749,90.99365,64
179,8799,89.47778,64
180,8849,88.11491,64
181,8899,86.88916,64
182,8949,85.47778,64
183,8999,83.9668,64
184,9049,82.812744,64
185,9099,81.41422,64
186,9149,80.12402,64
187,9199,79.0245,64
188,9249,77.87687,64
189,9299,76.650635,64
190,9349,75.502846,64
191,9399,74.222496,64
192,9449,72.97811,64
193,9499,72.062744,64
194,9549,71.23209,64
195,9599,70.39413,64
196,9649,69.478516,64
197,9699,68.54972,64
198,9749,67.55957,64
199,9799,66.56681,64
200,9849,65.66862,64
201,9899,64.73584,64
202,9949,63.83138,64
203,9999,63.02466,64
204,10049,62.176025,64
205,10099,61.476727,64
206,10149,60.722332,64
207,10199,60.01668,64
208,10249,59.369793,64
209,10299,58.718586,64
210,10349,58.2242,64
211,10399,57.575848,64
212,10449,57.0367,64
213,10499,56.5258,64
214,10549,55.93994,64
215,10599,55.38379,64
216,10649,54.779217,64
217,10699,54.36255,64
218,10749,53.714275,64
219,10799,53.183514,64
220,10849,52.666504,64
221,10899,52.23413,64
222,10949,51.732178,64
223,10999,51.32129,64
224,11049,50.82845,64
225,11099,50.39217,64
226,11149,49.999268,64
227,11199,49.51953,64
228,11249,49.074463,64
229,11299,48.635742,64
230,11349,48.151123,64
231,11399,47.72542,64
232,11449,47.30005,64
233,11499,46.840412,64
234,11549,46.419025,64
235,11599,46.04289,64
236,11649,45.676105,64
237,11699,45.263836,64
238,11749,44.920002,64
239,11799,44.53882,64
240,11849,44.1521,64
241,11899,43.80298,64
242,11949,43.379314,64
243,11999,43.011395,64
244,12049,42.608967,64
245,12099,42.258625,64
246,12149,41.92879,64
247,12199,41.50407,64
248,12249,41.17285,64
249,12299,40.767334,64
250,12349,40.426758,64
251,12399,40.111652,64
252,12449,39.778645,64
253,12499,39.450275,64
254,12549,39.17342,64
255,12599,38.98112,64
256,12649,38.67627,64
257,12699,38.378826,64
258,12749,38.099773,64
259,12799,37.759033,64
260,12849,37.516277,64
261,12899,37.20638,64
262,12949,36.90877,64
263,12999,36.688232,64
264,13049,36.412678,64
265,13099,36.118572,64
266,13149,35.823566,64
267,13199,35.603027,64
268,13249,35.427246,64
269,13299,35.174316,64
270,13349,34.90446,64
271,13399,34.665936,64
272,13449,34.44588,64
273,13499,34.22453,64
274,13549,33.95931,64
275,13599,33.799236,64
276,13649,33.601807,64
277,13699,33.38045,64
278,13749,33.173992,64
279,13799,32.97884,64
280,13849,32.793133,64
281,13899,32.565754,64
282,13949,32.36743,64
283,13999,32.21468,64
284,14049,31.983725,64
285,14099,31.776611,64
286,14149,31.569092,64
287,14199,31.395996,64
288,14249,31.20166,64
289,14299,31.008463,64
290,14349,30.885336,64
291,14399,30.713379,64
292,14449,30.527018,64
293,14499,30.292725,64
294,14549,30.125082,64
295,14599,29.946207,64
296,14649,29.70402,64
297,14699,29.51066,64
298,14749,29.332926,64
299,14799,29.212158,64
300,14849,29.02059,64
301,14899,28.863852,64
302,14949,28.708658,64
303,14999,28.543375,64
304,15049,28.372232,64
305,15099,28.209229,64
306,15149,28.071207,64
307,15199,27.881186,64
308,15249,27.749594,64
309,15299,27.597656,64
310,15349,27.465982,64
311,15399,27.318848,64
312,15449,27.174643,64
313,15499,27.00651,64
314,15549,26.855713,64
315,15599,26.73649,64
316,15649,26.591064,64
317,15699,26.448568,64
318,15749,26.28833,64
319,15799,26.185791,64
320,15849,26.039877,64
321,15899,25.861898,64
322,15949,25.75651,64
323,15999,25.616049,64
324,16049,25.48763,64
325,16099,25.360758,64
326,16149,25.228598,64
327,16199,25.095133,64
328,16249,24.961752,64
329,16299,24.830893,64
330,16349,24.710123,64
331,16399,24.61141,64
332,16449,24.491049,64
333,16499,24.3632,64
334,16549,24.247152,64
335,16599,24.068197,64
336,16649,23.990805,64
337,16699,23.899414,64
338,16749,23.764975,64
339,16799,23.66984,64
340,16849,23.560385,64
341,16899,23.444174,64
342,16949,23.34668,64
343,16999,23.216715,64
344,17049,23.094564,64
345,17099,22.968994,64
346,17149,22.839355,64
347,17199,22.739664,64
348,17249,22.644938,64
349,17299,22.522623,64
350,17349,22.404623,64
351,17399,22.297934,64
352,17449,22.220053,64
353,17499,22.130697,64
354,17549,22.061361,64
355,17599,21.960287,64
356,17649,21.82902,64
357,17699,21.729736,64
358,17749,21.635336,64
359,17799,21.520508,64
360,17849,21.429037,64
361,17899,21.326172,64
362,17949,21.261393,64
363,17999,21.161215,64
364,18049,21.056967,64
365,18099,20.986654,64
366,18149,20.84961,64
367,18199,20.77181,64
368,18249,20.697836,64
369,18299,20.629477,64
370,18349,20.558756,64
371,18399,20.486328,64
372,18449,20.412191,64
373,18499,20.343588,64
374,18549,20.282877,64
375,18599,20.183676,64
376,18649,20.095541,64
377,18699,19.980469,64
378,18749,19.90503,64
379,18799,19.827555,64
380,18849,19.74414,64
381,18899,19.67163,64
382,18949,19.59139,64
383,18999,19.53361,64
384,19049,19.468344,64
385,19099,19.387695,64
386,19149,19.320312,64
387,19199,19.251871,64
388,19249,19.16683,64
389,19299,19.083578,64
390,19349,19.009766,64
391,19399,18.948648,64
392,19449,18.869873,64
393,19499,18.833984,64
394,19549,18.78247,64
395,19599,18.711344,64
396,19649,18.63444,64
397,19699,18.54183,64
398,19749,18.472412,64
399,19799,18.399252,64
400,19849,18.339682,64
401,19899,18.270914,64
402,19949,18.18807,64
403,19999,18.123373,64
